Order#,Ship Date,Demand Type,Item#,Approved Plant 1,Approved Plant 2,Approved Plant 3,Grade,Spec,Order Date,Sum of Ordered Pallets,tewst
233418-1-1-103,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-103
233418-1-1-104,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-104
233418-1-1-105,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-105
233418-1-1-106,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-106
233418-1-1-107,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-107
233418-1-1-108,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-108
233418-1-1-109,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-109
233418-1-1-110,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-110
233439-1-1-101,5/16/2025 0:00,Order,310015,WA001,,,102,9999A,5/12/2025 0:00,14.99990928,#N/A
233439-1-1-102,5/16/2025 0:00,Order,310015,WA001,,,102,9999A,5/12/2025 0:00,14.99990928,#N/A
233032-1-1-101,5/17/2025 0:00,Order,310726,WA003,,,101,3025S,3/12/2025 0:00,120,233032-1-1-101
232146-1-5-121,5/18/2025 0:00,Order,310015,ID002,,,102,9999A,4/28/2025 0:00,14.99990928,232146-1-5-121
232146-1-5-122,5/18/2025 0:00,Order,310015,ID002,,,102,9999A,4/28/2025 0:00,14.99990928,232146-1-5-122
232146-1-5-123,5/18/2025 0:00,Order,310015,ID002,,,102,9999A,4/28/2025 0:00,14.99990928,232146-1-5-123
232146-1-5-124,5/18/2025 0:00,Order,310015,ID002,,,102,9999A,4/28/2025 0:00,14.99990928,232146-1-5-124
232146-1-5-125,5/18/2025 0:00,Order,310015,ID002,,,102,9999A,4/28/2025 0:00,14.99990928,232146-1-5-125
232513-1-3-112,5/19/2025 0:00,Order,310768,ID002,,,101,3200A,4/21/2025 0:00,20,#N/A
232678-1-4-106,5/19/2025 0:00,Order,310015,ID002,,,102,3117A,4/23/2025 0:00,16,232678-1-4-106
232701-1-5-119,5/19/2025 0:00,Order,310015,ID002,,,102,9999A,3/11/2025 0:00,14.99990928,232701-1-5-119
233016-1-3-105,5/19/2025 0:00,Order,310015,WA001,,,102,9999E,4/28/2025 0:00,14.99990928,#N/A
233156-1-2-106,5/19/2025 0:00,Order,310015,WA001,,,102,9999A,3/25/2025 0:00,14.99990928,#N/A
233288-1-2-112,5/19/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-120,5/19/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-121,5/19/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233320-1-1-128,5/19/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-129,5/19/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-130,5/19/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233439-1-1-103,5/19/2025 0:00,Order,310015,WA001,,,102,9999A,5/12/2025 0:00,14.99990928,#N/A
233440-1-1-114,5/19/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
233440-1-1-118,5/19/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
10016032,5/20/2025 0:00,Order,310015,ID002,,,102,9999A,5/19/2025 0:00,0.019958269,#N/A
232380-1-3-103,5/20/2025 0:00,Order,310002,WA001,,,102,9999A,3/19/2025 0:00,20,#N/A
232483-1-3-109,5/20/2025 0:00,Order,310774,WA001,,,102,9999A,2/4/2025 0:00,19,#N/A
232678-1-4-107,5/20/2025 0:00,Order,310015,ID002,,,102,3117A,4/23/2025 0:00,16,232678-1-4-107
233288-1-2-122,5/20/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-123,5/20/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-124,5/20/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-125,5/20/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-126,5/20/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233354-1-1-102,5/20/2025 0:00,Order,310002,WA001,,,101,9999A,5/1/2025 0:00,160,#N/A
233367-1-1-106,5/20/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233367-1-1-107,5/20/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233367-1-1-108,5/20/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233439-1-1-104,5/20/2025 0:00,Order,310015,WA001,,,102,9999A,5/12/2025 0:00,14.99990928,#N/A
233439-1-1-105,5/20/2025 0:00,Order,310015,WA001,,,102,9999A,5/12/2025 0:00,14.99990928,#N/A
233440-1-1-120,5/20/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
231741-1-4-107,5/21/2025 0:00,Order,310015,WA001,,,102,9999A,5/12/2025 0:00,14.99990928,#N/A
232128-1-6-124,5/21/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,3/26/2025 0:00,121.0000907,232128-1-6-124
232152-1-5-106,5/21/2025 0:00,Order,310002,WA001,,,102,9999A,2/7/2025 0:00,14.99990928,#N/A
232743-1-5-110,5/21/2025 0:00,Order,310015,WA001,,,102,9999A,5/12/2025 0:00,14.99990928,#N/A
232865-1-3-109,5/21/2025 0:00,Order,310724,WA002,,,102,9999E,2/14/2025 0:00,120,232865-1-3-109
232910-1-1-102,5/21/2025 0:00,Order,310002,WA001,,,102,9999A,4/28/2025 0:00,1.000090719,#N/A
233232-1-1-103,5/21/2025 0:00,Order,310724,WA002,,,102,9999E,4/10/2025 0:00,200,233232-1-1-103
233288-1-2-127,5/21/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233311-1-1-101,5/21/2025 0:00,Order,310015,WA001,,,102,9999A,5/8/2025 0:00,18.00018144,#N/A
233311-1-1-102,5/21/2025 0:00,Order,310015,WA001,,,102,9999A,5/8/2025 0:00,18.00018144,#N/A
233311-1-1-103,5/21/2025 0:00,Order,310015,WA001,,,102,9999A,5/8/2025 0:00,18.00018144,#N/A
233311-1-1-104,5/21/2025 0:00,Order,310015,WA001,,,102,9999A,5/8/2025 0:00,18.00018144,#N/A
233327-1-1-101,5/21/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-102,5/21/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-103,5/21/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-104,5/21/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233366-1-1-101,5/21/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233366-1-1-102,5/21/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233367-1-1-109,5/21/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233367-1-1-110,5/21/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233440-1-1-107,5/21/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
233440-1-1-109,5/21/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
233440-1-1-125,5/21/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
233445-1-1-102,5/21/2025 0:00,Order,310015,ID002,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
233311-1-1-105,5/22/2025 0:00,Order,310015,WA001,,,102,9999A,5/8/2025 0:00,18.00018144,#N/A
233311-1-1-111,5/22/2025 0:00,Order,310015,WA001,,,102,9999A,5/8/2025 0:00,18.00018144,#N/A
233311-1-1-112,5/22/2025 0:00,Order,310015,WA001,,,102,9999A,5/8/2025 0:00,17.99981856,#N/A
233327-1-1-105,5/22/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-108,5/22/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-113,5/22/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-125,5/22/2025 0:00,Order,310015,WA001,,,101,9999A,5/7/2025 0:00,18.00018144,#N/A
233327-1-1-126,5/22/2025 0:00,Order,310015,WA001,,,101,9999A,5/7/2025 0:00,18.00018144,#N/A
233442-1-1-101,5/22/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233442-1-1-101
233442-1-1-102,5/22/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233442-1-1-102
233442-1-1-103,5/22/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233442-1-1-103
233442-1-1-104,5/22/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233442-1-1-104
233442-1-1-105,5/22/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233442-1-1-105
233442-1-1-106,5/22/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233442-1-1-106
232485-1-1-101,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/17/2025 0:00,4,#N/A
232663-1-1-103,5/23/2025 0:00,Order,310726,WA002,,,101,3035A,3/3/2025 0:00,20,232663-1-1-103
232663-1-1-104,5/23/2025 0:00,Order,310726,WA002,,,101,3035A,3/3/2025 0:00,20,232663-1-1-104
232663-1-1-105,5/23/2025 0:00,Order,310726,WA002,,,101,3035A,3/3/2025 0:00,20,232663-1-1-105
233170-1-1-101,5/23/2025 0:00,Order,310726,WA003,WA002,,101,9999E,4/7/2025 0:00,400,233170-1-1-101
233296-1-1-101,5/23/2025 0:00,Order,310726,WA003,WA002,,101,9999E,4/22/2025 0:00,80,233296-1-1-101
233320-1-1-126,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233327-1-1-110,5/23/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-112,5/23/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-114,5/23/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233366-1-1-103,5/23/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233390-1-1-104,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233390-1-1-105,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233390-1-1-106,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233390-1-1-107,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233390-1-1-108,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233390-1-1-109,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233390-1-1-110,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233390-1-1-111,5/23/2025 0:00,Order,310015,WA001,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233444-1-1-101,5/23/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233444-1-1-101
233444-1-1-102,5/23/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233444-1-1-102
233444-1-1-103,5/23/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/13/2025 0:00,16,233444-1-1-103
233183-1-1-103,5/24/2025 0:00,Order,310726,WA002,,,101,9999E,4/1/2025 0:00,20,233183-1-1-103
233215-1-1-101,5/24/2025 0:00,Order,310726,WA003,,,101,9999E,4/1/2025 0:00,20,233215-1-1-101
233223-1-2-109,5/24/2025 0:00,Order,310726,WA002,,,101,9999E,4/16/2025 0:00,60,#N/A
233259-1-1-101,5/25/2025 0:00,Order,310726,WA003,WA002,,102,9999A,4/8/2025 0:00,20,233259-1-1-101
232128-1-6-125,5/26/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,3/26/2025 0:00,120,232128-1-6-125
232701-1-5-120,5/26/2025 0:00,Order,310015,ID002,,,102,9999A,3/11/2025 0:00,14.99990928,232701-1-5-120
233393-1-1-101,5/26/2025 0:00,Order,310726,WA003,WA002,,101,9999A,5/13/2025 0:00,60,#N/A
233465-1-1-101,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-101
233465-1-1-102,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-102
233465-1-1-103,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-103
233465-1-1-104,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-104
233465-1-1-105,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-105
233465-1-1-106,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-106
233465-1-1-107,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-107
233465-1-1-108,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-108
233465-1-1-109,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-109
233465-1-1-110,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-110
233465-1-1-111,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-111
233465-1-1-112,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-112
233465-1-1-113,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-113
233465-1-1-114,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-114
233465-1-1-115,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-115
233465-1-1-116,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-116
233465-1-1-117,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-117
233465-1-1-118,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-118
233465-1-1-119,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-119
233465-1-1-120,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-120
233465-1-1-121,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-121
233465-1-1-122,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-122
233465-1-1-123,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-123
233465-1-1-124,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-124
233465-1-1-125,5/26/2025 0:00,Order,310015,ID002,,,101,3123A,5/15/2025 0:00,16,233465-1-1-125
233466-1-1-102,5/26/2025 0:00,Order,310726,WA002,WA003,,101,9999E,5/19/2025 0:00,20,#N/A
233227-1-1-102,5/27/2025 0:00,Order,310726,WA003,,,101,3007S,4/21/2025 0:00,400,233227-1-1-102
233327-1-1-111,5/27/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-115,5/27/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-116,5/27/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-117,5/27/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-118,5/27/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233327-1-1-119,5/27/2025 0:00,Order,310015,WA001,,,101,9999A,4/21/2025 0:00,14.99990928,#N/A
233440-1-1-102,5/27/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
233445-1-1-105,5/27/2025 0:00,Order,310015,ID002,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
233445-1-1-106,5/27/2025 0:00,Order,310015,ID002,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
233445-1-1-108,5/27/2025 0:00,Order,310015,ID002,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
233449-1-1-101,5/27/2025 0:00,Order,310086,ID002,,,101,3139A,5/12/2025 0:00,19,233449-1-1-101
233449-1-1-102,5/27/2025 0:00,Order,310086,ID002,,,101,3139A,5/12/2025 0:00,19,233449-1-1-102
233449-1-1-103,5/27/2025 0:00,Order,310086,ID002,,,101,3139A,5/12/2025 0:00,19,233449-1-1-103
233449-1-1-104,5/27/2025 0:00,Order,310086,ID002,,,101,3139A,5/12/2025 0:00,19,233449-1-1-104
233449-1-1-105,5/27/2025 0:00,Order,310086,ID002,,,101,3139A,5/12/2025 0:00,19,233449-1-1-105
233450-1-1-121,5/27/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,#N/A
233450-1-1-122,5/27/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,#N/A
233455-1-1-101,5/27/2025 0:00,Order,310015,WA001,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
233466-1-1-101,5/27/2025 0:00,Order,310726,WA002,WA003,,101,9999E,5/19/2025 0:00,100,#N/A
233487-1-1-101,5/27/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/21/2025 0:00,16,233487-1-1-101
233487-1-1-102,5/27/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/21/2025 0:00,16,233487-1-1-102
233487-1-1-103,5/27/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/21/2025 0:00,16,233487-1-1-103
233487-1-1-104,5/27/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/21/2025 0:00,16,233487-1-1-104
233487-1-1-105,5/27/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/21/2025 0:00,16,233487-1-1-105
231741-1-4-108,5/28/2025 0:00,Order,310015,WA001,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
232630-1-1-103,5/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/22/2025 0:00,20.99972784,#N/A
232630-1-1-104,5/28/2025 0:00,Order,310015,ID002,WA001,,102,9999E,4/22/2025 0:00,21.00009072,232630-1-1-104
232630-1-1-105,5/28/2025 0:00,Order,310015,ID002,WA001,,102,9999E,4/22/2025 0:00,21.00009072,232630-1-1-105
232701-1-6-123,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,4/25/2025 0:00,14.99990928,232701-1-6-123
232701-1-6-124,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,4/25/2025 0:00,14.99990928,232701-1-6-124
232811-1-1-101,5/28/2025 0:00,Order,310002,WA001,,,102,9999A,4/29/2025 0:00,20,#N/A
233064-1-1-101,5/28/2025 0:00,Order,310726,WA002,,,101,9999E,3/31/2025 0:00,60,233064-1-1-101
233064-1-1-102,5/28/2025 0:00,Order,310726,WA002,,,101,9999E,3/31/2025 0:00,60,233064-1-1-102
233064-1-1-103,5/28/2025 0:00,Order,310726,WA002,,,101,9999E,3/31/2025 0:00,80,233064-1-1-103
233183-1-1-101,5/28/2025 0:00,Order,310726,WA002,,,101,9999E,4/1/2025 0:00,40,233183-1-1-101
233186-1-1-101,5/28/2025 0:00,Order,310726,WA003,WA002,,101,9999E,4/3/2025 0:00,20,233186-1-1-101
233198-1-1-109,5/28/2025 0:00,Order,310726,WA003,,,101,9999E,5/7/2025 0:00,40,233198-1-1-109
233199-1-1-101,5/28/2025 0:00,Order,310724,WA002,WA003,,101,9999E,4/3/2025 0:00,60,233199-1-1-101
233199-1-1-102,5/28/2025 0:00,Order,310724,WA002,WA003,,101,9999E,4/3/2025 0:00,60,233199-1-1-102
233205-1-1-101,5/28/2025 0:00,Order,310726,WA003,WA002,,101,9999E,4/7/2025 0:00,20,233205-1-1-101
233238-1-1-104,5/28/2025 0:00,Order,310724,WA002,,,102,9999E,4/14/2025 0:00,120,233238-1-1-104
233282-1-1-101,5/28/2025 0:00,Order,310726,WA002,WA003,,102,9999E,4/23/2025 0:00,20,233282-1-1-101
233296-1-1-102,5/28/2025 0:00,Order,310726,WA003,WA002,,101,9999E,4/22/2025 0:00,80,233296-1-1-102
233394-1-1-101,5/28/2025 0:00,Order,310726,WA003,WA002,,101,9999E,5/13/2025 0:00,140,233394-1-1-101
233440-1-1-104,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
233440-1-1-119,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/13/2025 0:00,14.99990928,#N/A
233445-1-1-101,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
233445-1-1-103,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
233445-1-1-104,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
233445-1-1-107,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/14/2025 0:00,14.99990928,#N/A
233450-1-1-123,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,#N/A
233504-1-1-101,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-101
233504-1-1-102,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-102
233504-1-1-103,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-103
233504-1-1-104,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-104
233504-1-1-105,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-105
233504-1-1-106,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-106
233504-1-1-107,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-107
233504-1-1-108,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-108
233504-1-1-109,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,233504-1-1-109
233504-1-1-110,5/28/2025 0:00,Order,310015,ID002,,,102,9999A,5/22/2025 0:00,14.99990928,#N/A
232128-1-6-122,5/29/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,3/26/2025 0:00,80,232128-1-6-122
232130-1-7-119,5/29/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,3/25/2025 0:00,40,232130-1-7-119
232630-1-2-106,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999E,5/15/2025 0:00,21.00009072,232630-1-2-106
232630-1-2-107,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999E,5/15/2025 0:00,21.00009072,232630-1-2-107
233089-1-2-104,5/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/22/2025 0:00,21.00009072,#N/A
233089-1-2-105,5/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/22/2025 0:00,21.00009072,#N/A
233089-1-2-106,5/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/22/2025 0:00,20.99972784,233089-1-2-106
233089-1-2-107,5/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/22/2025 0:00,21.00009072,233089-1-2-107
233089-1-2-108,5/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/22/2025 0:00,21.00009072,233089-1-2-108
233089-1-2-109,5/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/22/2025 0:00,21.00009072,233089-1-2-109
233089-1-2-110,5/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/22/2025 0:00,20.99972784,233089-1-2-110
233091-1-2-102,5/29/2025 0:00,Order,310086,ID002,,,102,9999A,4/22/2025 0:00,23,#N/A
233091-1-2-103,5/29/2025 0:00,Order,310086,ID002,,,102,9999A,4/22/2025 0:00,23,233091-1-2-103
233107-1-1-102,5/29/2025 0:00,Order,310724,WA002,WA003,,101,9999E,3/31/2025 0:00,240,233107-1-1-102
233285-1-2-107,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/22/2025 0:00,21.00009072,#N/A
233285-1-2-108,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/22/2025 0:00,21.00009072,#N/A
233285-1-2-109,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/22/2025 0:00,21.00009072,#N/A
233285-1-2-110,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/22/2025 0:00,21.00009072,#N/A
233285-1-2-111,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/22/2025 0:00,21.00009072,#N/A
233285-1-2-112,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/22/2025 0:00,21.00009072,#N/A
233369-1-1-105,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/25/2025 0:00,21.00009072,#N/A
233369-1-1-106,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/25/2025 0:00,21.00009072,#N/A
233369-1-1-107,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/25/2025 0:00,21.00009072,#N/A
233369-1-1-108,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/25/2025 0:00,21.00009072,233369-1-1-108
233369-1-1-109,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/25/2025 0:00,21.00009072,233369-1-1-109
233369-1-1-110,5/29/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/25/2025 0:00,21.00009072,#N/A
